534	2
535	1
536	0
537	0
538	0
539	2
540	1
541	0
542	0
543	1
544	0
545	0
546	0
547	0
548	2
549	0
550	4
551	1
552	0
553	0
554	1
555	0
556	0
557	1
558	1
559	0
560	1
561	0
562	1
563	1
564	0
565	0
566	2
567	1
568	0
569	0
570	2
571	1
572	0
573	1
574	0
575	0
576	1
577	3
578	0
579	0
580	4
581	1
582	2
583	1
584	4
585	0
586	0
587	0
588	2
589	0
590	0
591	0
592	1
593	1
594	3
595	0
596	1
597	1
598	0
599	0
600	0
601	0
602	0
603	0
604	1
605	0
606	0
607	0
608	0
609	1
610	0
611	0
612	2
613	1
614	1
615	0
616	0
617	0
618	7
619	0
620	0
621	0
622	3
623	4
624	1
625	0
626	0
627	2
628	3
629	1
630	1
631	0
632	0
633	2
634	1
635	1
636	0
637	1
638	0
639	2
640	0
641	0
642	2
643	0
644	2
645	1
646	3
647	2
648	0
649	0
650	1
651	0
652	0
653	0
654	0
655	2
656	0
657	0
658	0
659	1
660	0
661	0
662	0
663	0
664	1
665	0
666	0
667	0
668	1
669	0
670	3
671	0
672	2
673	1
674	0
675	1
676	0
677	3
678	2
679	1
680	0
681	0
682	1
683	2
684	0
685	3
686	0
687	2
688	4
689	3
690	0
691	0
692	0
693	1
694	2
695	1
696	0
697	1
698	2
699	0
700	0
701	1
702	1
703	0
704	0
705	1
706	0
707	0
708	0
709	0
710	0
711	4
712	0
713	0
714	0
715	1
716	1
717	1
718	0
719	1
720	0
721	3
722	0
723	1
724	1
725	1
726	2
727	3
728	0
729	3
730	0
731	0
732	0
733	0
734	4
735	0
736	1
737	1
738	0
739	1
740	3
741	4
742	1
743	0
744	1
745	3
746	1
747	1
748	1
749	2
750	5
751	3
752	0
753	5
754	3
755	0
756	1
757	0
758	2
759	0
760	0
761	0
762	0
763	0
764	1
765	1
766	1
767	0
768	0
769	4
770	1
771	1
772	0
773	1
774	0
775	0
776	1
777	0
778	1
779	1
780	1
781	6
782	1
783	2
784	5
785	0
786	4
787	2
788	2
789	0
790	0
791	0
792	2
793	6
794	0
795	1
796	0
797	2
798	2
799	0
800	0
801	0
802	1
803	2
804	0
805	1
806	0
807	0
808	4
809	0
810	1
811	0
812	0
813	3
814	0
815	1
816	0
817	7
818	3
819	1
820	1
821	1
822	2
823	1
824	0
825	5
826	0
827	2
828	0
829	4
830	2
831	3
832	0
833	0
834	2
835	0
836	6
837	1
838	3
839	0
840	0
841	4
842	1
843	1
844	1
845	0
846	0
847	4
848	1
849	1
850	2
851	0
852	1
853	7
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	1
862	0
863	1
864	1
865	6
866	2
867	4
868	0
869	1
870	0
871	0
872	0
873	4
874	6
875	0
876	5
877	0
878	0
879	1
880	1
881	1
882	5
883	0
884	2
885	11
886	0
887	0
888	1
889	0
890	5
891	0
892	0
893	1
894	0
895	1
896	0
897	1
898	2
899	2
900	3
901	1
902	0
903	3
904	2
905	0
906	2
907	0
908	6
909	0
910	5
911	0
912	0
913	0
914	3
915	1
916	4
917	0
918	2
919	1
920	0
921	0
922	0
923	4
924	4
925	1
926	0
927	1
928	1
929	1
930	0
931	2
932	0
933	3
934	3
935	21
936	9
937	3
938	1
939	0
940	2
941	1
942	0
943	0
944	1
945	4
946	1
947	4
948	0
949	1
950	0
951	3
952	0
953	3
954	5
955	5
956	1
957	1
958	1
959	6
960	1
961	0
962	2
963	0
964	0
965	3
966	1
967	2
968	0
969	0
970	1
971	1
972	8
973	10
974	5
975	11
976	0
977	0
978	5
979	2
980	5
981	1
982	0
983	3
984	2
985	2
986	1
987	1
988	1
989	0
990	0
991	9
992	4
993	4
994	0
995	0
996	0
997	0
998	4
999	5
